,id,imdbid,title,rating,year
2498,1293,0096256,They Live,0,1988
2499,1210,0095776,Oliver &amp; Company,2,1988
2500,1158,0092675,Bloodsport,1,1988
2501,1629,0094947,Dangerous Liaisons,3,1988
2502,1647,0096523,L&#39;etudiante,3,1988
2503,1714,0095889,Poltergeist III,3,1988
2504,1824,0095705,"Naked Gun: From the Files of Police Squad!, The",1,1988
2505,1860,0095444,Killer Klowns from Outer Space,0,1988
2506,1911,0095159,A Fish Called Wanda,3,1988
2507,2903,0095631,Midnight Run,2,1988
2508,2244,0094625,Akira,1,1988
2509,2406,0095675,Women on the Verge of a Nervous Breakdown,3,1988
2510,2462,0095270,Hairspray,3,1988
2511,2485,0096037,Satisfaction,3,1988
2512,2493,0094715,Beaches,3,1988
2513,2502,0094608,"Accused, The",3,1988
2514,2505,0094739,Big Business,3,1988
2515,2653,0095145,Feds,3,1988
2516,2663,0094612,Action Jackson,1,1988
2517,2784,0094631,Alien Nation,1,1988
2518,2905,0095489,"Land Before Time, The",3,1988
2519,2960,0095037,"Distant Voices, Still Lives",3,1988
2520,3075,0096289,Torch Song Trilogy,1,1988
2521,3448,0189071,Scooby-Doo and the Ghoul School,3,1988
2522,3482,0095953,Rain Man,1,1988
2523,3559,0095593,Married to the Mob,3,1988
2524,4374,0094668,Appleseed,3,1988
2525,4578,0096487,Young Guns,1,1988
2526,4582,0096001,Rock &#39;n&#39; Roll Mom,3,1988
2527,4628,0096324,Two Moon Junction,3,1988
2528,4672,0094964,Dead Ringers,2,1988
2529,4705,0094862,Child&#39;s Play,3,1988
2530,4774,0095687,My Stepmother Is an Alien,3,1988
2531,4813,0096465,World Gone Wild,3,1988
2532,4815,0093171,Hell Comes to Frogtown,3,1988
2533,4986,0096061,Scrooged,3,1988
2534,4990,0094921,Crossing Delancey,3,1988
2535,4998,0095765,Cinema Paradiso,1,1988
2536,5128,0095497,"Last Temptation of Christ, The",2,1988
2537,5179,0330312,Gakk&ocirc; no kaidan G,0,1988
2538,5258,0096176,Sticky Fingers,3,1988
2539,5261,0095294,Hellbound: Hellraiser II,1,1988
2540,5324,0094737,Big,1,1988
2541,5383,0094663,Another Woman,3,1988
2542,5569,0094824,Caddyshack II,3,1988
2543,5595,0096764,"Adventures of Baron Munchausen, The",1,1988
2544,5867,0095327,Grave of the Fireflies,0,1988
2545,5881,0096163,Spoorloos,1,1988
2546,6020,0095742,A Nightmare on Elm Street 4: The Dream Master,3,1988
2547,6746,0096461,Wong gok ka moon,0,1988
2548,7099,0095925,Pumpkinhead,3,1988
2549,7161,0094606,"Accidental Tourist, The",2,1988
2550,7423,0093840,Remando al viento [Rowing with the Wind],2,1988
2551,8389,0094919,Critters 2,3,1988
2552,8406,0097257,Earth Girls Are Easy,2,1988
2553,8515,0095484,Lady in White,1,1988
2554,8771,0095243,Gorillas in the Mist,3,1988
2555,9060,0094812,Bull Durham,2,1988
2556,9206,0097561,Igla,0,1988
2557,9418,0095800,"Bear, The",0,1988
2558,9410,0095956,Rambo III,0,1988
2559,9453,0095250,"Big Blue, The",2,1988
2560,9489,0096378,Vibes,1,1988
2561,9666,0224412,Hiroshima Maiden,3,1988
2562,9676,0095088,Elvira: Mistress of the Dark,3,1988
2563,9737,0094588,&#39;Gator Bait 2: Cajun Justice,0,1988
2564,9751,0096114,"Sisterhood, The",3,1988
2565,9758,0095094,Emmanuelle 6,3,1988
2566,9769,0098180,Red Scorpion,0,1988
2567,9821,0094791,"Bourne Identity, The",0,1988
2568,10295,0094027,Stand and Deliver,1,1988
2569,10328,0095031,Dirty Rotten Scoundrels,1,1988
2570,10631,0093371,Kung-Fu Master!,3,1988
2571,10685,0095253,"Great Outdoors, The",3,1988
2572,10704,0092493,Crocodile Dundee II,2,1988
2573,10747,0094868,Chocolat,3,1988
2574,10934,0092559,And God Created Woman,3,1988
2575,10921,0093952,Shame,3,1988
2576,11239,0096018,Running on Empty,1,1988
2577,11198,0093593,On the Silver Globe,1,1988
2578,150,0096874,Back to the Future Part II,3,1989
2579,159,0098554,Uncle Buck,3,1989
2580,181,0098635,When Harry Met Sally,3,1989
2581,336,0098189,Resan till Melonia,1,1989
2582,511,0098206,Road House,1,1989
2583,581,0098105,Police Academy 6: City Under Siege,1,1989
2584,591,0097940,Mystery Train,3,1989
2585,666,0097757,"Little Mermaid, The",3,1989
2586,700,0097814,Majo no takky&ucirc;bin (Kiki&#39;s Delivery Service),3,1989
2587,734,0097336,Fat Man and Little Boy,1,1989
2588,849,0098519,Troop Beverly Hills,3,1989
2589,924,0098384,Steel Magnolias,3,1989
2590,1023,0096895,Batman,1,1989
2591,1049,0097576,Indiana Jones and the Last Crusade,0,1989
2592,1201,0098382,Star Trek V: The Final Frontier,1,1989
2593,1103,0098319,Shirley Valentine,3,1989
2594,1463,0084548,Przesluchanie,3,1989
2595,1540,0097428,Ghostbusters II,2,1989
2596,1603,0097523,"Honey, I Shrunk the Kids",3,1989
2597,1499,0100934,Wild Orchid,3,1989
2598,1478,0096754,"Abyss, The",3,1989
2599,1640,0097731,Let It Ride,2,1989
2600,1833,0097366,Fletch Lives,1,1989
2601,1834,0098627,Weekend at Bernie&#39;s,1,1989
2602,1847,0097423,"Get Smart, Again!",3,1989
2603,2065,0098724,"Sex, Lies, and Videotape",2,1989
2604,2074,0096734,"&#39;Burbs, The",1,1989
2605,2353,0097499,Henry V,3,1989
2606,2361,0097165,Dead Poets Society,1,1989
2607,2463,0096928,Bill &amp; Ted&#39;s Excellent Adventure,2,1989
2608,2488,0098309,She-Devil,3,1989
2609,2528,0096787,All Dogs Go to Heaven,3,1989
2610,2619,0097123,Crimes and Misdemeanors,3,1989
2611,3808,0097815,Major League,1,1989
2612,3803,0098327,"Seventh Continent, The",3,1989
2613,3932,0097737,Leviathan,3,1989
2614,3934,0097240,Drugstore Cowboy,2,1989
2615,4036,0098546,UHF,1,1989
2616,4175,0097858,Meet The Feebles,3,1989
2617,4268,0098300,Shag,3,1989
2618,4270,0098258,Say Anything...,2,1989
2619,4364,0097742,Licence to Kill,2,1989
2620,4397,0098032,Oranges Are Not The Only Fruit,3,1989
2621,4579,0097235,"Dream Team, The",0,1989
2622,4597,0097108,"Cook, the Thief, His Wife &amp; Her Lover, The",1,1989
2623,4606,0097162,Dead Calm,0,1989
2624,4646,0097728,Leningrad Cowboys Go America,0,1989
2625,4760,0098453,Teen Witch,3,1989
2626,5277,0098536,Turner &amp; Hooch,1,1989
2627,5534,0103959,Chopper Chicks in Zombietown,3,1989
2628,5574,0096969,Born on the Fourth of July,3,1989
2629,6024,0097981,A Nightmare on Elm Street 5: The Dream Child,3,1989
2630,6594,0097216,Do the Right Thing,2,1989
2631,6675,0097388,Friday the 13th Part VIII: Jason Takes Manhattan,3,1989
2632,6975,0097441,Glory,0,1989
2633,7048,0097790,Loverboy,3,1989
2634,7213,0097444,Godzilla vs. Biollante,3,1989
2635,7222,0097733,Lethal Weapon 2,3,1989
2636,7255,0097239,Driving Miss Daisy,3,1989
2637,7268,0097351,Field of Dreams,2,1989
2638,7269,0097937,My Left Foot,3,1989
2639,7438,0097883,Millennium,3,1989
2640,7842,0097182,"Delinquents, The",3,1989
2641,8323,0097958,National Lampoon&#39;s Christmas Vacation,3,1989
2642,8470,0094849,Celia,3,1989
2643,8507,0096869,Babar: The Movie,3,1989
2644,8997,0098257,Savage Beach,3,1989
2645,9485,0097659,Kickboxer,0,1989
2646,9487,0096945,Blind Fury,1,1989
2647,9515,0097647,"Karate Kid Part III, The",0,1989
2648,9528,0097202,"Killer, The",0,1989
2649,9539,0097334,Farewell to the King,0,1989
2650,9727,0098439,Tango &amp; Cash,0,1989
2651,9752,0098193,"Return of Swamp Thing, The",3,1989
2652,9770,0098141,"Punisher, The",1,1989
2653,10637,0098325,Sidewalk Stories,2,1989
2654,10709,0098067,Parenthood,3,1989
2655,10841,0098273,Sea of Love,0,1989
2656,10876,0097027,Casualties of War,0,1989
2657,11045,0097778,Look Who&#39;s Talking,2,1989
2658,118,0100802,Total Recall,1,1990
2659,151,0099088,Back to the Future Part III,1,1990
2660,209,0100944,"Witches, The",3,1990
2661,432,0099785,Home Alone,3,1990
2662,443,0100140,Mermaids,3,1990
2663,454,0099864,It,1,1990
2664,459,0100157,Misery,1,1990
2665,533,0100395,Postcards from the Edge,3,1990
2666,796,0100024,Life Is Sweet,3,1990
2667,869,0100263,Nikita,3,1990
2668,926,0099731,"Handmaid&#39;s Tale, The",3,1990
2669,1173,0100151,Mindwalk,3,1990
2670,1130,0099653,Ghost,3,1990
2671,1441,0100332,Paris is Burning,3,1990
2672,1663,0100814,Tremors,3,1990
2673,1728,0100990,"I, the Worst of All",3,1990
2674,1935,0100928,White Hunter Black Heart,1,1990
2675,2156,0100405,Pretty Woman,3,1990
2676,2211,0099685,Goodfellas,3,1990
2677,2242,0099365,Darkman,0,1990
2678,2379,0196378,Bimbos B.C.,3,1990
2679,2296,0099040,An Angel at My Table,3,1990
2680,2313,0099165,"Bonfire of the Vanities, The",2,1990
2681,2442,0099487,Edward Scissorhands,3,1990
2682,2577,0100935,Wild at Heart,2,1990
2683,2820,0099892,Joe Versus the Volcano,2,1990
2684,2942,0099582,Flatliners,3,1990
2685,2963,0099423,Die Hard 2,3,1990
2686,3000,0099810,"Hunt for Red October, The",1,1990
2687,3247,0099733,Happily Ever After,3,1990
2688,3524,0100530,"Russia House, The",0,1990
2689,3561,0100234,Close-Up,1,1990
2690,3566,0098147,Qin yong,3,1990
2691,3662,0099817,Dark Angel (I Come in Peace),0,1990
2692,3721,0359610,A Little Night Music,3,1990
2693,4034,0100046,"Long Walk Home, The",3,1990
2694,4080,0099818,I Hired a Contract Killer,0,1990
2695,4174,0102993,Strangers in Good Company,3,1990
2696,4574,0099819,I love you to death,3,1990
2697,4706,0099253,Child&#39;s Play 2,3,1990
2698,4719,0105643,Troll 2,3,1990
2699,4750,0100150,Miller&#39;s Crossing,0,1990
2700,4807,0099005,Air America,0,1990
2701,5182,0100403,Predator 2,2,1990
2702,5237,0100502,RoboCop 2,1,1990
2703,5284,0100758,Teenage Mutant Ninja Turtles,2,1990
2704,5301,0097106,A Tale of Springtime,3,1990
2705,5333,0098532,"Match Factory Girl, The",3,1990
2706,5347,0099776,Europa Europa,2,1990
2707,5399,0098897,Portrait of a Marriage,3,1990
2708,5556,0100054,Lord of the Flies,0,1990
2709,5581,0100691,Stella,2,1990
2710,5614,0100911,"Welcome Home, Roxy Carmichael",3,1990
2711,5688,0099871,Jacob&#39;s Ladder,1,1990
2712,5776,0100924,Where the Heart Is,3,1990
2713,5777,0100404,Presumed Innocent,1,1990
2714,5908,0142233,Dragon Ball Z: The Movie - The Tree of Might,1,1990
2715,6081,0099012,Alice,3,1990
2716,6289,0099321,Criminal Justice,3,1990
2717,6542,0099938,Kindergarten Cop,3,1990
2718,6562,0099329,Cry-Baby,3,1990
2719,6656,0100557,"Nasty Girl (Das schreckliche M&auml;dchen), The",3,1990
2720,7426,0142245,Dragon Ball Z: Bardock - The Father of Goku,0,1990
2721,7626,0099348,Dances with Wolves,1,1990
2722,7659,0100519,Rosencrantz &amp; Guildenstern Are Dead,1,1990
2723,8021,0099768,Hidden Agenda,3,1990
2724,8043,0099277,Class of 1999,2,1990
2725,8051,0100477,"Rescuers Down Under, The",1,1990
2726,8061,0099674,"Godfather: Part III, The",3,1990
2727,8097,0100142,Metropolitan,3,1990
2728,8584,0100469,"Reflecting Skin, The",1,1990
2729,8929,0103768,Barbarian Queen II: The Empress Strikes Back,3,1990
2730,9481,0100594,"Sheltering Sky, The",0,1990
2731,9529,0099426,Bullet in the Head,1,1990
2732,9530,0100232,Navy Seals,0,1990
2733,9532,0099399,Delta Force 2: The Colombian Connection,1,1990
2734,9537,0100222,Naked Tango,1,1990
2735,9546,0100266,"No Retreat, No Surrender 3: Blood Brothers",0,1990
2736,9563,0100029,Lionheart,1,1990
2737,9726,0100507,Rocky V,0,1990
2738,9813,0099772,Hiroshima: Out of the Ashes,3,1990
2739,9923,0099700,Gremlins 2: The New Batch,2,1990
2740,10013,0100260,Nightbreed,3,1990
2741,10356,0100449,Quick Change,0,1990
2742,10394,0101258,Days of Being Wild,2,1990
2743,10415,0099160,Blue Steel,2,1990
2744,10453,0101399,Bad Girls from Mars,3,1990
2745,10884,0099371,Days of Thunder,2,1990
2746,32,0102926,"Silence of the Lambs, The",3,1991
2747,183,0101414,Beauty and the Beast,3,1991
2748,266,0103074,Thelma &amp; Louise,3,1991
2749,308,0102587,Omohide poro poro,3,1991
2750,467,0102609,Other People's Money,3,1991
2751,512,0102685,Point Break,0,1991
2752,710,0103030,Tacones Lejanos,3,1991
2753,767,0101921,Fried Green Tomatoes,3,1991
2754,847,0103064,Terminator 2: Judgement Day,3,1991
2755,879,0102898,Shakes the Clown,3,1991
2756,913,0102103,Impromptu,3,1991
2757,1033,0102057,Hook,2,1991
2758,1346,0101898,Flirting,2,1991
2759,1297,0101640,Raise the Red Lantern,3,1991
2760,1125,0103247,White Fang,1,1991
2761,1429,0101597,Closet Land,0,1991
2762,1089,0101745,Doc Hollywood,1,1991
2763,1579,0102798,Robin Hood: Prince of Thieves,3,1991
2764,1405,0101889,"Fisher King, The",3,1991
2765,1697,0103112,Toy Soldiers,0,1991
2766,1825,0102510,"Naked Gun 2 1/2: The Smell of Fear, The",1,1991
2767,1846,0102943,Slacker,3,1991
2768,2180,0101765,"Double Life of Veronique, The",3,1991
2769,2216,0102829,Salmonberries,3,1991
2770,2315,0101410,Barton Fink,1,1991
2771,2326,0101465,Black Robe,1,1991
2772,2408,0102436,&#39;Merci la vie&#39;,3,1991
2773,2455,0104057,Daughters of the Dust,3,1991
2774,2491,0101329,An American Tail: Fievel Goes West,3,1991
2775,2637,0101757,Don&#39;t Tell Mom the Babysitter&#39;s Dead,3,1991
2776,2740,0103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,3,1991
2777,2785,0101701,Delirious,1,1991
2778,2846,0102536,Night on Earth,3,1991
2779,2857,0104922,Motorama,1,1991
2780,2913,0101627,Critters 3,3,1991
2781,3036,0102817,Rubin and Ed,0,1991
2782,3058,0102573,"Object of Beauty, The",3,1991
2783,3251,0101452,Bill &amp; Ted&#39;s Bogus Journey,1,1991
2784,3292,0103241,What About Bob?,2,1991
2785,3544,0102070,Hudson Hawk,3,1991
2786,3563,0102059,Hot Shots!,1,1991
2787,3592,0102975,Star Trek VI: The Undiscovered Country,2,1991
2788,3595,0101272,"Addams Family, The",3,1991
2789,3987,0102803,"Rocketeer, The",1,1991
2790,4241,0099851,Into The Woods,3,1991
2791,4290,0102266,"Last Boy Scout, The",3,1991
2792,4358,0104981,Neon City,3,1991
2793,4577,0102303,Life Stinks,0,1991
2794,4631,0101698,Defending Your Life,3,1991
2795,4666,0102250,L.A. Story,3,1991
2796,4736,0101829,Europa,0,1991
2797,4973,0107875,"Princess and the Goblin, The",3,1991
2798,5133,0100009,Lethal Games,3,1991
2799,5260,0102370,Madonna: Truth or Dare,3,1991
2800,5265,0102492,My Girl,3,1991
2801,5332,0101318,"Lovers on the Bridge, The",1,1991
2802,5638,0101507,Boyz n the Hood,2,1991
2803,5639,0102313,"Linguini Incident, The",3,1991
2804,5814,0101891,"Five Heartbeats, The",1,1991
2805,5833,0099422,Dick Tracy,1,1991
2806,6028,0101917,Freddy&#39;s Dead: The Final Nightmare,2,1991
2807,6089,1125254,Dragon Ball Z: Cooler&#39;s Revenge,0,1991
2808,6335,0102522,Nekromantik 2,1,1991
2809,6371,0102951,Soapdish,3,1991
2810,7146,0102797,Robin Hood,1,1991
2811,7163,0105121,"People Under the Stairs, The",3,1991
2812,7172,0101991,Hachi-gatsu no rapusodi,3,1991
2813,7235,0098063,Paprika,3,1991
2814,7200,0102138,JFK,3,1991
2815,7365,0101587,City Slickers,3,1991
2816,7609,0100491,Riff-Raff,0,1991
2817,7632,0101912,Frankie and Johnny,1,1991
2818,7650,0102494,My Own Private Idaho,1,1991
2819,7655,0102603,Oscar,2,1991
2820,7938,0101540,Cape Fear,3,1991
2821,8062,0102426,Mediterraneo,2,1991
2822,9094,0101458,Until the End of the World,3,1991
2823,9322,0130236,Samurai Cop,1,1991
2824,9378,0102034,Highlander II,1,1991
2825,9517,0099388,Deathstalker IV: Match of Titans,1,1991
2826,9533,0101702,Delta Force 3: The Killing Game,0,1991
2827,9548,0102202,Kickboxer 2: The Road Back,0,1991
2828,9564,0101764,Double Impact,1,1991
2829,9810,0102397,"Manta, Manta",3,1991
2830,9847,0103956,Child&#39;s Play 3,2,1991
2831,10117,0102915,Showdown in Little Tokyo,3,1991
2832,10265,0101605,"Commitments, The",3,1991
2833,10474,0101844,Eyes of an Angel,0,1991
2834,10658,0101775,Drop Dead Fred,3,1991
2835,10733,0102526,New Jack City,0,1991
2836,10871,0101393,Backdraft,1,1991
2837,10889,0101902,For the Boys,3,1991
2838,11281,0101523,"Butcher&#39;s wife, The",3,1991
2839,18,0105236,Reservoir Dogs,0,1992
2840,98,0103639,Aladdin,0,1992
2841,296,0103644,Alien 3,0,1992
2842,433,0104431,Home Alone 2: Lost in New York,3,1992
2843,450,0104348,Glengarry Glen Ross,0,1992
2844,451,0104257,A Few Good Men,1,1992
2845,560,0104694,A League of Their Own,3,1992
2846,748,0103893,Buffy the Vampire Slayer,3,1992
2847,818,0103850,Bob Roberts,1,1992
2848,1025,0103776,Batman Returns,0,1992
2849,1345,0104321,Gas Food Lodging,3,1992
2850,1352,0105417,Sister Act,3,1992
2851,1276,0106308,Army of Darkness,2,1992
2852,1101,0104940,"Muppet Christmas Carol, The",3,1992
2853,1126,0104868,"Mighty Ducks, The",1,1992
2854,1157,0104254,FernGully: The Last Rainforest,3,1992
2855,1836,0105629,Toys,3,1992
2856,1867,0105851,Full Contact,1,1992
2857,1869,0104070,Death Becomes Her,3,1992
2858,1877,0107756,Orlando,2,1992
2859,1886,0104815,El Mariachi,0,1992
2860,1895,0104952,My Cousin Vinny,1,1992
2861,2128,0101811,Enchanted April,3,1992
2862,2349,0105107,Passion Fish,3,1992
2863,2415,0104454,Howards End,3,1992
2864,2432,0105665,Twin Peaks: Fire Walk With Me,3,1992
2865,2457,0105316,Sarafina!,3,1992
2866,2466,0104697,Leaving Normal,3,1992
2867,2504,0105414,Single White Female,3,1992
2868,2506,0105577,This is My Life,3,1992
2869,2628,0104990,Newsies,1,1992
2870,2709,0105481,Straight Talk,3,1992
2871,3141,0104036,"Crying Game, The",2,1992
2872,3414,0104652,Porco Rosso (Kurenai no Buta),1,1992
2873,3556,0100963,King of Beggars,2,1992
2874,3636,0105151,"Player, The",3,1992
2875,3787,0105323,Scent of a Woman,1,1992
2876,3937,0103767,Baraka,0,1992
2877,4141,0103873,Dead Alive,3,1992
2878,4391,0104797,Malcolm X,3,1992
2879,4731,0105793,Wayne&#39;s World,1,1992
2880,4779,0105477,Stop! Or My Mom Will Shoot,2,1992
2881,4782,0103939,Chaplin,1,1992
2882,4839,0104040,"Cutting Edge, The",3,1992
2883,4837,0104670,Ladybugs,3,1992
2884,4838,0103994,Como agua para chocolate,3,1992
2885,4903,0104466,Husbands and Wives,3,1992
2886,4940,0103772,Basic Instinct,1,1992
2887,4947,0103874,Dracula,3,1992
2888,4952,0104237,Damage,3,1992
2889,4999,0104412,Hero,1,1992
2890,5005,0103919,Candyman,3,1992
2891,5241,0104692,"Lawnmower Man, The",1,1992
2892,5318,0103859,Boomerang,3,1992
2893,5425,0105682,Un Coeur en Hiver,3,1992
2894,5533,0103812,"Bikini Carwash Company, The",3,1992
2895,5593,1517470,Doragon b&ocirc;ru Z: Atsumare! Gok&ucirc; W&acirc;rudo,0,1992
2896,5654,0105435,Sneakers,1,1992
2897,6090,0142237,Dragon Ball Z: The Return of Cooler,0,1992
2898,6123,0105265,A River Runs Through It,2,1992
2899,6317,0105415,Singles,2,1992
2900,6397,0104409,Hellraiser III: Hell on Earth,3,1992
2901,6702,0105130,Peter&#39;s Friends,3,1992
2902,6862,0105859,Dragon Inn,3,1992
2903,7006,0105695,Unforgiven,3,1992
2904,7601,0104298,Freddie as F.R.O.7.,1,1992
2905,7031,0104691,"Last of the Mohicans, The",2,1992
2906,7179,0105459,Split Second,0,1992
2907,7191,0105616,Tom and Jerry: The Movie,3,1992
2908,7245,0104684,Hard Boiled,0,1992
2909,7640,0104452,HouseSitter,1,1992
2910,8287,0104779,Bitter Moon,3,1992
2911,8393,0101628,Critters 4,1,1992
2912,8583,0104695,Leap of Faith,2,1992
2913,8622,0104187,Encino Man,1,1992
2914,8991,0103855,"Bodyguard, The",2,1992
2915,9000,0104575,Just another girl on the I.R.T,1,1992
2916,9922,0104389,"Hand That Rocks the Cradle, The",3,1992
2917,9107,0104105,Dien Bien Phu,0,1992
2918,9221,0101316,"Lover / L&#39;amant, The",1,1992
2919,9242,0105466,Stay Tuned,2,1992
2920,9331,0105488,Strictly Ballroom,1,1992
2921,9785,0105104,Passenger 57,1,1992
2922,9812,0105328,Schtonk,3,1992
2923,10862,0104231,Far and Away,3,1992
2924,10872,0103786,Beethoven,3,1992
2925,109,0107290,Jurassic Park,3,1993
2926,114,0107048,Groundhog Day,2,1993
2927,117,0106697,Demolition Man,0,1993
2928,436,0107614,Mrs. Doubtfire,3,1993
2929,543,0107843,Point of No Return/The Assassin,3,1993
2930,556,0108160,Sleepless in Seattle,2,1993
2931,558,0108432,Umi ga kikoeru,3,1993
2932,587,0107120,Hocus Pocus,3,1993
2933,727,0108265,Swing Kids,1,1993
2934,810,0107507,Manhattan Murder Mystery,3,1993
2935,852,0108000,Ruby in Paradise,3,1993
2936,861,0106677,Dazed and Confused,3,1993
2937,899,0108037,"Sandlot, The",0,1993
2938,950,0106341,Bad Boy Bubby,1,1993
2939,984,0108394,Three Colors: Blue,3,1993
2940,1067,0107977,Robin Hood: Men in Tights,3,1993
2941,1602,0106611,Cool Runnings,1,1993
2942,1517,0106471,Boxing Helena,1,1993
2943,1195,0107156,"Wedding Banquet, The",3,1993
2944,1088,0107131,Homeward Bound: The Incredible Journey,1,1993
2945,1133,0106673,Dave,3,1993
2946,1434,0108071,"Secret Garden, The",3,1993
2947,1436,0106220,Addams Family Values,3,1993
2948,1353,0108147,Sister Act 2: Back in the Habit,3,1993
2949,1097,0108442,Undercover Blues,1,1993
2950,1497,0108052,Schindler&#39;s List,3,1993
2951,1637,0104246,Fei hu wai zhuan,2,1993
2952,1666,0106689,Death Train,3,1993
2953,1790,0106834,Even Cowgirls Get The Blues,3,1993
2954,1856,0106873,Fatal Instinct,3,1993
2955,1940,0112389,"Princess and the Cobbler, The",0,1993
2956,2182,0108388,"Trial, The",1,1993
2957,2230,0107822,"Piano, The",3,1993
2958,2492,0107745,Once Upon a Forest,3,1993
2959,2543,0107688,"Nightmare Before Christmas, The",1,1993
2960,2847,0108188,Sonatine,0,1993
2961,2892,0107426,Little Buddha,1,1993
2962,2916,0106977,"Fugitive, The",2,1993
2963,3088,0107282,"Joy Luck Club, The",3,1993
2964,3097,0106226,"Age of Innocence, The",3,1993
2965,3123,0107091,Heart and Souls,2,1993
2966,3176,0311648,Pieces of April,3,1993
2967,3180,0108358,Tombstone,3,1993
2968,3330,0106417,Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n R (Sailor Moon R the Movie: The Promise of the Rose),3,1993
2969,3336,0108065,Searching for Bobby Fischer,0,1993
2970,3369,0106582,Cliffhanger,1,1993
2971,3396,0108451,Untamed Heart,3,1993
2972,3405,0105619,"Heroic Trio, The",3,1993
2973,3550,0107653,Naked,3,1993
2974,3692,0108624,"Evil Cult, The",3,1993
2975,3704,0106400,"Beverly Hillbillies, The",3,1993
2976,3715,0107065,Gypsy,3,1993
2977,3761,0107943,"Remains of the Day, The",1,1993
2978,3921,0115819,Cannibal! The Musical,0,1993
2979,4337,0107214,Indien,0,1993
2980,4422,0108255,Super Mario Bros.,3,1993
2981,4555,0108310,Telling Secrets,3,1993
2982,4636,0106598,Coneheads,3,1993
2983,4877,0106364,Batman: Mask of the Phantasm,0,1993
2984,4917,0107007,Gettysburg,0,1993
2985,5065,0107212,Indian Summer,3,1993
2986,5083,0106770,Dragon: The Bruce Lee Story,3,1993
2987,5238,0107978,RoboCop 3,3,1993
2988,5243,0106453,Body of Evidence,3,1993
2989,5285,0107099,Heidi,3,1993
2990,5316,0108122,Short Cuts,3,1993
2991,5521,0106452,Body Snatchers,3,1993
2992,5580,0107969,Rising Sun,1,1993
2993,6474,0106918,"Firm, The",3,1993
2994,5665,0106469,"Blood In, Blood Out",0,1993
2995,5725,0106408,Bhaji on the Beach,3,1993
2996,5919,0107818,Philadelphia,2,1993
2997,6076,0108162,Sliver,3,1993
2998,6173,0107144,Hot Shots! Part Deux,3,1993
2999,6215,0106332,Farewell My Concubine,0,1993
3000,6349,0108399,True Romance,1,1993
3001,6492,0108550,What&#39;s Eating Gilbert Grape,3,1993
3002,6844,0107529,Matinee,1,1993
3003,7055,0106303,Arctic Blue,1,1993
3004,7209,0142247,Dragon Ball Z: The History of Trunks,1,1993
3005,7272,0106449,Body Bags,1,1993
3006,7277,0107798,"Pelican Brief, The",3,1993
3007,7418,0107492,"Making of &#39;...And God Spoke&#39;, The",1,1993
3008,7514,0107207,In the Name of the Father,2,1993
3009,7526,0108551,What&#39;s Love Got to Do with It,3,1993
3010,7611,0107808,A perfect world,1,1993
3011,7619,0106387,Benny &amp; Joon,1,1993
3012,7642,0107211,Indecent Proposal,0,1993
3013,7667,0107206,In the Line of Fire,1,1993
3014,7699,0107315,Kika,3,1993
3015,7840,0107151,La casa de los esp&iacute;ritus,3,1993
3016,8148,0107840,Poetic Justice,3,1993
3017,8552,0107501,"Man Without a Face, The",1,1993
3018,8568,0107566,Mi vida loca,3,1993
3019,8652,0107096,Heaven &amp; Earth,2,1993
3020,8759,0108149,Six Degrees of Separation,3,1993
3021,9033,0107616,Much Ado About Nothing,1,1993
3022,9155,0106880,Fear of a Black hat,1,1993
3023,9398,0166222,"I Killed My Lesbian Wife, Hung Her on a Meathook, and Now I Have a Three Picture Deal at Disney",3,1993
3024,9466,0107362,Last Action Hero,1,1993
3025,9565,0107076,Hard Target,1,1993
3026,9735,0314713,Space Zombie Bingo!!!,0,1993
3027,10136,0107387,Leprechaun,1,1993
3028,10205,0107057,Guilty as sin,2,1993
3029,10763,0106965,Free Willy,1,1993
3030,10565,0108174,So I Married an Axe Murderer,3,1993
3031,10696,0107050,Grumpy Old Men,1,1993
3032,10944,0108308,Teenage Mutant Ninja Turtles III,2,1993
3033,10967,0106989,"Gatica, el mono",1,1993
3034,11052,0106489,A Bronx tale,1,1993
3035,11316,0106856,Falling Down,1,1993
3036,91,0110912,Pulp Fiction,3,1994
3037,100,0110357,"Lion King, The",1,1994
3038,120,0110148,Interview with the Vampire,1,1994
3039,261,0110008,Heisei tanuki gassen pompoko,1,1994
3040,339,0111161,"Shawshank Redemption, The",0,1994
3041,440,0111257,Speed,3,1994
3042,441,0109040,Ace Ventura: Pet Detective,2,1994
3043,488,0109445,Clerks.,1,1994
3044,537,0108941,"Stand, The",3,1994
3045,567,0110005,Heavenly Creatures,3,1994
3046,571,0109676,Drop Zone,2,1994
3047,574,0111438,Timecop,1,1994
3048,776,0109830,Forrest Gump,1,1994
3049,860,0110950,Reality Bites,3,1994
3050,890,0109686,Dumb &amp; Dumber,2,1994
3051,959,0111282,Stargate,1,1994
3052,960,0110367,Little Women,3,1994
3053,1051,0111070,"Santa Clause, The",1,1994
3054,1066,0107952,"Return of Jafar, The",0,1994
3055,1208,0110763,"Pagemaster, The",1,1994
3056,1128,0109127,Angels in the Outfield,1,1994
3057,1098,0111503,True Lies,3,1994
3058,1535,0109446,"Client, The",3,1994
3059,1571,0109093,Amateur,3,1994
